N°,N° RCCM,Dénomination,Activités,Adresses,Type
1,"RB/PN/13 A 321 DU02/05/13","""NORA"" FASHION","COMMERCE: ACHAT ET VENTE DE CHAUSSURES - SACS - TEXTILES - MERCERIE - BIJOUX - PRODUITS COSMETIQUES - BUREAUTIQUE - QUINCAILLERIE - PIECES","Porto-Novo Dodji LOT/ 2180-f TEL/ 97 07 82 06",PP
2,"RB/PN/13 A 462 DU25/07/13",2AK ET FILS,"COMMERCE: BUREAUTIQUE - BTP - QUINCAILLERIE - ENTRETIEN DES LOCAUX - LOCATION DE BACHES - SONORISATION DIVERS - TRAVAUX D'IMPRIMERIE - BAR-","Adjarra Malanhoui M/SON KAKAHOUN TEL/ 97 37 49 40",PP
3,"RB/PN/13 A 685 DU04/12/13",2H ET FILS,"COMMERCE: ACHAT ET VENTE DE FOURNITURES DE BUREAU - MATERIELS ET EQUIPEMENTS DE TOUS GENRES - CONSOMMABLES INFORMATIQUES -","Porto-Novo Djègan-Kpèvi ZIP/3-232-M TEL/97 83 66 61",PP
4,"RB/PN/13 A 491 DU22/08/13",2H HODONOU ET FILS,"COMMERCE: DEPOT DE VENTE DE PRODUITS SOBEBRA - DEPOT DE VENTE DE CIMENT - QUINCAILLERIE GENERALE - COMMERCE GNERAL ET DIVERS","Sèmè-Kpodji Ekpè1 M/SON SAGBOHAN TEL/ 97 47 32 82",PP
5,"RB/PN/13 A 513 DU30/08/13",2KC ET FILS,"INDUSTRIE: BTP - PRODUITS TROPICAUX - AGRICOLES - FORESTIERS - BUREAUTIQUE - INFORMATIQUE - TOUTES PRESTATIONS DE SERVICES - EVENEMENTIEL - COMMUNICATION","Porto-Novo Ouando ZIP/ 3-267-H TEL/ 97 84 59 31",PP
6,"RB/PN/13 A 323 DU02/05/13",5EME AVENUE,"COMMERCE: CAFETERIA - SERVICE TRAITEUR -MAROQUINERIE - BIJOUX - ARTICLES VESTIMENTAIRES - BUREAUTIQUE - DIVERSES PRESTATIONS - EXPLOITATION ET","Porto-Novo Djassin ZIP/ 1-102-AH 01 BP 1904 P/N TEL/ 96 91 98 01",PP
7,"RB/PN/13 A 315 DU25/04/13",A B C-DEGNON,"COMMERCE: ACHAT ET VENTE DE FOURNITURES DE BUREAU - LIBRAIRIE - PAPETERIE - RESTAURATION - SERVICE TRAITEUR - PATISSERIE - BOULANGERIE -","Porto-Novo Lokossa LOT/ 1956-f TEL/ 97 09 84 36",PP
8,RB/PN/ 13 A 232,A S B,"TRANSIT - PRODUITS TROPICAUX - FORESTIERS - AGRICOLES - BTP - PRESTATIONS DE SERVICES - FOURNITURES DE BUREAU ET SCOLAIRES - INFORMATIQUE -","Tokpota I P/N LOT/ 385-A TEL/ 95 28 02 08",PP
"",RB/PN/13 A 451 ,"",DE DIVERS PRODUITS - REPRESENETATION ,Porto-Novo Aglansa ZIP/1-381-M TEL/97 ,"",""
"",DU19/07/13,AL-BAYANE,COMMERCIALE - PRODUITS ALIMENTAIRES ET ,48 51 61,PP,OSSENI Razaki
67,"","",AUTRES - COMMERCE GENERAL ET DIVERS,"","",""
"",RB/PN/13 A 630 ,"",COMMERCE: MERCERIE - BTP - PRESTATIONS ,Sèmè-Kpodji Agblangandan LOT/318 ,"",""
"",DU04/11/13,AL-FATAHU,DE SERVICES - BUREAUTIQUES - ,M/SON MITCHOZONSO TEL/ 66 37 82 ,PP,EZIN Théodore Aliou
68,"","",INFORMATIQUE - PRODUITS GSM - DIVERS,71,"",""
"","","",COMMERCE,"","",""
"",RB/ PN/ 13 B 229 DU 29/03,AL-OL,ACHAT ET VENTE DE VEHICULES D'OCCASION ET AUTRES BIENS D'OCCASION - TOUTES ,Porto-Novo Qtier Gbèzounkpa LOT/ 13 M/son SOUMANOU TEL/ 97 93 33 36,PM,OLAOFE Aliou
69,"","",OPERATIONS COMMERCIALES - PNEUMATIQUE ,"","",""
"","","","CONSOMMABLES, ACCESSOIRES ET ","","",""
"",RB PN 13 A 217,AL-ZORHIROU,MATERIELS INFORMATIQUES - ,Ayé-toro P/N LOT/ 181-f TEL/ 66 41 62 90,PP,CHITOU Abdoul R.
"","","",MECANOGRAPHIE - BUREAUTIQUE - CYBER - ,"","",""
70,"","",PRODUITS COSMETIQUE - VENTE DE CARTES ,"","",""
"","","",COMMERCE: ALIMENTATION GENERALE - ,"","",""
"",RB/PN/13 A 336 DU10/05/13,ALABI-STORE,VENTE DE RIZ ET DIVERS PRODUITS - DEPOT SOBEBRA - PRODUITS FORESTIERS - ,Porto-Novo Ouando LOT/ 386-A TEL/ 97 25 55 11,PP,MOUNIROU Alabi
71,"","",AGRICOLES ET TROPICAUX - TRANSPORT - ,"","",""
"","","",COMMERCE: BOULANGERIE - PRODUITS ,"","",""
"",RB/PN/13 A 555,ALAFIA TAYO ET FILS,ALIMENTAIRES - VENTE DE FARINE DE BLE - DE ,Sèmè-Kpodji Tohoué M/SON KOUCHIKA ,PP,KOUCHIKA 
"","","",SUCRE - DE CIMENT - COMMERCE GENERAL ET ,BP: 24 Igolo TEL/ 97 26 22 64,"",Akominassi Paterne
72,"","",DIVERS,"","",""
"","","",QUINCAILLERIE - VENTE DE CARTE DE ,"","",""
"",RB P/N-13-A-088,ALAKE,RECHARGE - VENTE D'ACCESSOIRES AVANT ,Sèkandji S/PODJI LOT/ 88-G TEL/ 66 36 ,PP,DJEKINNOU Alakè
73,"","",LA PEINTURE - DIVERS,00 39,"",""
"","","",COMMERCE: ACHAT ET VENTE DE ,"","",""
"",RB/PN/13 A 448 DU17/07/13,ALATIN ET FILS,FOURNITURES DE BUREAU - LIBRAIRIE - PAPETERIE - INFORMATION - BTP - COMMERCE ,Porto-Novo Dowa ZIP/4-125-K TEL/95 66 06 95,PP,WANVOEGBE Yétondé Gilbert
74,"","",GENERAL ET DIVERS,"","",""
"","","",COMMERCE: VENTE D'HUILE DE PALME - ,"","",""
"",RB/PN/13 A 398 DU19/06/13,ALAYO,INFORMATIQUE - EVENEMENTIELS - BUREAUTIQUE - ALIMENTATION GENERALE - ,Sakété Ita Balê M/SON HOUMBIE TEL/ 97 96 49 27,PP,HOUMBIE Mêdéssê
75,"","",COMMERCE GENERAL ET DIVERS,"","",""
"","","",COMMERCE GENERAL ET DIVERS - PRODUITS ,"","",""
"",RB/ PN/ 13 A 292,ALBARIKA,SOBEBRA - LOCATION DE BACHES - CHAISES - ,Hlogou P/Novo ZIP/ 4-779-Q TEL/ 97 88 ,PP,KAKPO Amakè 
"","","",TABLES - USTENSILES DE CUISINE - ,79 92,"",Sollyatou
76,"","",ALIMENTATION GENERALE,"","",""
"","","",INDUSTRIE: BTP - PRESTATION DE SERVICES - ,"","",""
"",RB/PN/13 A 393 DU14/06/13,ALFAMA,TRANSPORT - ACHAT ET VENTE DE MATERIELS INFORMATIQUES - AGRICOLES - FORESTIERS ,Sèmè-Kpodji Tomassè C/SB TEL/ 66 11 81 90,PP,MAMOUNOU Mama
77,"","",ET TROPICAUX - QUINCAILLERIE - PLOMBERIE - ,"","",""
"","","",SERVICE: REPARATION DES APPAREILS ,"","",""
"",RB/PN/13 A 365 DU28/05/13,ALISSOU ENERGY,MEDICAUX - INSTALLATION ET VENTE DU FROID INDUSTRIEL - COMMERCE GENERAL ET ,Sèmè-Kpodji Houinta M/SON AYIVODJI TEL/ 95 60 30 19,PP,AKISSOU Kokou Egnonam
78,"","",DIVERS,"","",""
"","","",COMMERCE: QUINCAILLERIE - PIECES ,"","",""
"",RB/PN/13 A 627 DU04/11/13,ALLAHOU-LATIF,DETACHEES AUTO-MOTOS - PLOMBERIE - MATERIELS ET CONSOMMABLES ,Akpro-Missérété Gouako-Kotoclomè LOT/127 TEL/ 97 08 03 70,PP,AMADANI Liadi
79,"","",INFORMATIQUES - FOURNITURES DE BUREAU ,"","",""
"","","",IMPORTATION DE MATERIAUX DE ,"","",""
"",RB/ PN/ 13 B 213,ALOFE,CONSTRUCTION - PRODUITS COSMETIQUES - RESTAURATION - QUINCAILLERIE - VEHICULES ,Adjati ADJARRA LOT/1716 TEL/ 97 57 63 70,PM,HOUNGUEVOU Epse KOTANNOU Claudine 
80,"","",D'OCCASION - ESTHETIQUE ET COUPE ,"","",A.
"","","",EXPLOITATION FORESTIERE - DEPOT DE ,"","",""
"",RB/ PN/ 13 A 301,ALOMAVO,PRODUITS SOBEBRA - QUINCAILLERIE - ,Vèdo Aglogbè centre Adjarra C/SB TEL/ ,PP,HONVOU Sègbégnon 
"","","",PRODUITS AGRICOLES - TRANSPORT - ,97 81 75 58,"",Jean
81,"","",BUVETTE - COMMERCE GENERAL ET DIVERS,"","",""
"","","",IMPORTATION DE VEHICULES AUTOMOBILES ,"","",""
"",RB P/N-12-B-856,ALUTIFANI - MS,D'OCCASION - APPAREILS ,Hlogou P/N LOT/ 33 TEL/ 97 48 65 67,PM,TIDJANI SIKIROU
"","","",ELECTROMENAGERS - LOCATION DE ,"","",""
82,"","",VOITURES ET DE CAMION - PRODUITS ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE ,"","",""
"",RB/PN/13 A520 DU02/09/13,AMA BUREAUTIQUE,FOURNITURES DE BUREAU - LIBRAIRIE ET PAPETERIE - FOURNITURES SCOLAIRES - ,Porto-Novo Houinmè-Gbèdjromèdé LOT/894-g TEL/ 97 69 90 96,PP,ABIBOU Moulikatou
83,"","",PRODUITS COSMETIQUES - BTP - COMMERCE ,"","",""
"","","",COMMERCE: ACHAT - VENTE - IMPORTATION ,"","",""
"",RB/PN/13 B 319 DU05/07/13,AMAD & FILS,ET EXPORTATION DE VEHICULES AUTOMOBILES D'OCCASION - PIECES DE ,Adjarra Yèvié C/SB M/SON ABAYOMI Kafilath TEL/ 96 76 19 49,PM,ABAYOMI Moustapha Adio
84,"","",RECHANGE ET D'ACCESSOIRES AUTOMOBILES ,"","",""
"","","",PRODUITS ALIMENTAIRES ET BOISSONS - ,"","",""
"",RB/PN/13 A 213,AMICAL SERVICE INTERNATIONAL,PRESTATION EN GESTION - BUREAUTIQUE - INFORMATIQUE - BTP - ASSAINISSEMENT - ,Tomassè S/KPODJI C/SB TEL/ 90 12 69 32,PP,ODJOUGBELE Y. Bertille
85,"","",QUINCAILLERIE - ALIMENTATION GENERALE - ,"","",""
"","","",INDUSTRIE: BTP - REALISATION DE ROUTE - ,"","",""
"",RB/PN/13 B 439 DU15/11/13,AMT FIRSTCLAS,TRANSPORT - COMMERCE GENERAL - NEGOCIATION - USINE ET INDUSTRIE - ,Porto-Novo Avakpa ZIP/1-208-A TEL/ 97 65 87 47,PM,TIAMIYOU Mamoudou Adéoti
86,"","",REPRESENTATION COMMERCIALE - CONSEILS - ,"","",""
"","","",IMPORTATION DE VEHICULES D'OCCASION - ,"","",""
"",RB/ PN/ 13 B 244,ANAF,PIECES ET PNEUMATIQUES D'OCCASION ET ,Adjégounlè Porto-Novo LOT/ 1832-f TEL/ ,PM,MOUDACHIROU 
"","","",NEUFS - TRANSPORT - LOCATION DE ,96 91 50 01,"",Ahadi Alao
87,"","",VEHICULES - MATERIAUX DE CONSTRUCTION - ,"","",""
"","","",COMMERCE: FOURNITURES DE BUREAU - ,"","",""
"",RB/PN/13 A 643 ,"","","","",""
"",DU08/11/13,ANGE-MERVEILLE,IMMOBILIER - ALIMENTATION GENERALE - PRODUITS FORESTIERS - DEPOT SOBEBRA - ,Porto-Novo Tokpota I LOT/156-O TEL/97 88 85 97,PP,TOGNETONME Raphaël
88,"","",PRODUITS D'ENTRETIEN - PIECES DETACHEES -,"","",""
"","","",MATERIELS INFORMATIQUES ET ,"","",ARABA Epse 
"",RB P/N-13-A-120,ANGELUS,BUREAUTIQUES - EQUIPEMENTS ET ,Agblangandan S/PODJI LOT/ 235-F TEL/ ,PP,ZANNOU AGBO 
"","","",MOBILIERS DE BUREAU - QUINCAILLERIE - ,97 32 97 58,"",""
89,"","",PRODUITS SOBEBRA - DIVERSES ,"","",Micelle
"","","",ALIMENTATION GENERALE - PRESTATIONS DE ,"","",""
"",RB P/N-13-A-171,ANOUR SERVICES,SERVICES - BUREAUTIQUE - MATERIELS ,Ekpè 2 S/PODJI LOT/ 262-M TEL/ 97 48 ,PP,FAMI Sofiatou
"","","",INFORMATIQUES - QUINCAILLERIE - ,47 85,"",""
90,"","",MATERIAUX DE CONSTRUCTION - DIVERS,"","",""
"","","",COMMERCE: VENTE DE PORTABLES - ,"","",""
"",RB/PN/13 A 697 DU13/12/13,APPLE STORE PK10,ORDINATEURS  ET ACCESSOIRES - DEBIT DE BOISSONS - DIVERSES PRESTATIONS DE ,Sèmè-Kpodji PK10 HOUDEGBE C/SB M/SON CHIN JERRY TEL/66 15 55 15,PP,BOKOSSA Mahugnon Edwige Marcelle
91,"","",SERVICES - COMMERCE GENERAL ET DIVERS ,"","",""
"","","",COMMERCE: COMMERCIALISATION DES ,"","",""
"",RB/PN/13 A 519 DU02/09/13,AQUA FISH,PRODUITS PISCICOLES - FOURNITURES DE BUREAU ET MATERIELS D'ELEVAGE - ,Porto-Novo Avakpa-Kpodji LOT/122-h TEL/97 38 37 53,PP,SODONOUGBO Houélété Léon
92,"","",REALISATION ET ENTRETIEN DES ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE MATERIAUX ,"","",""
"",RB/PN/13 A 407 DU21/06/13,ARBRE DE VIE,DE CONSTRUCTION - QUINCAILLERIE - PEINTURES ET ARTICLES - ACHAT ET VENTE ,Sèmè-Kpodji Podji-Agué M/SON ZACHEE TEL/ 97 28 73 41,PP,ZACHEE Mathilde
93,"","",DE VEHICULES - TRANSIT - COMMERCE ,"","",""
"","","",COMMERCE: PRODUITS FORESTIERS - ,"","",""
"",RB/PN/13 A 568 ,"","","","",""
"",DU30/09/13,ARCHANGE MICHEL,AGRICOLES - NOIX D'ANACARDE  - VENTE DE SOJA - DE KARITE - TRANSPORT - MATERIAUX ,Porto-Novo Dowa ZIP/ 3-856-ZA TEL/ 97 48 51 06 ,PP,HONVOU Godonou Michel
94,"","",DE CONSTRUCTION - LOCATION DE CHAISES - ,"","",""
"","","",ALIMENTATION GENERALE - BUREAUTIQUE - ,"","",""
"",RB P/N-13-A-160,ARIFA,PRODUITS AGRICOLES - FORESTIERS - ,Akonaboè P/N ZIP/ 3-122-N TEL/ 67 82 31 77,PP,HOUNTI Epse AREMOU Françoise
95,"","",BOISSONS - DIVERS,"","",""
"","","",COMMERCE GENERAL ET DIVERS - VENTE DE ,"","",""
"",RB/ PN/ 13 A 257,ARIYA ET FILS,MOTOS - DE VEHICULES D'OCCASION - PIECES ,Koutongbé P/N LOT/1200-e TEL/ 97 08 ,PP,HOUNNEHEKE 
"","","",DETACHEES - PRODUITS AGRO-PASTORAUX - ,14 52,"",Inoussa
96,"","",BUREAUTIQUE - NTIC,"","",""
"",RB P/N-13-A-113,ASEL - TELECOM,ELECTRONIQUE - TELECOMMUNICATION - INFORMATIQUE - COMMERCE GENERAL,Tohouè S/PODJI C/SB TEL/ 95 06 79 99,PP,HINNOUHO Fatiou
97,"","","","","",""
"",RB/POB/13 A 047 DU22/08/1,ASIKOLOTO ET FILS,COMMERCE: VENTE DES PIECES ELECTRONIQUES DE: MOTOS - VEHICULES - ,Pobè Oké-Ola C/SB M/SON ALIMI TEL/ ,PP,ALIMI Soumanou 
98,"","",CAMIONS - COMMERCE GENERAL ET DIVERS,95285836/97048379,"",Bolarinwa
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/13 B 263 DU06/05/13,ASMID IMPORT-EXPORT,AUTOMOBILES D'OCCASION - PRET-A-PORTER - QUINCAILLERIE - TRANSPORT - TISSUS - ,Porto-Novo Sadognon LOT/02 M/SON AGBESSI TEL/ 98 84 21 32,PM,ACHIROU Saïdou Olatoundji
99,"","",BIJOUX - INFORMATIQUES - BUREAUTIQUE - ,"","",""
"","","",BTP - HYDRAULIQUE - MATERIAUX DE ,"","",""
"",RB P/N-13-A-125,ASO - BUZ,CONSTRUCTION - VENTE DE BOISSONS - ,Dowa-dédomè P/N ZIP/ 4-703-V TEL/ 97 ,PP,ADOUNSIBA S. 
"","","",PRODUITS VIVRIERS - FORESTIERS - ,87 10 92,"",CASIMIR
100,"","",BUREAUTIQUE - DIVERS,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE MATERIELS ,"","",""
"",RB/PN/13 A 626 ,"",INFORMATIQUES - BUREAUTIQUE - ,Sèmè-Kpodji Agongo LOT/85-I TEL/  96 ,"",BANKOLE Omowalé 
"",DU04/11/13,ASPIC TECHNOLOGY,D'EQUIPEMENS ELECTRONIQUES ET ,25 01 25,PP,Claude
101,"","",ELECTROMENAGERS - FORMATION - CONSEILS ,"","",""
"",RB P/N-13-A-201,ASSALAM ET FILS,MATERIAUX DE CONSTRUCTION - CIMENT - PLOMBERIE - ELECTRICITE - BTP - DIVERS,Tchonvi S/PODJI C/SB TEL/ 97 44 14 48,PP,RAMANOU Yacoubou
102,"","","","","",""
"","","",ASSAINISSEMENT - BTP - FOURNITURES DE ,"","",""
"",RB P/N-13-A-097,ASSOCIES - BTP,BUREAU - ENTRETIEN DES BATIMENTS ET ,Agbokou P/N ZIP/ 2-34-L TEL/ 97 48 75 36,PP,SALAKO Adéléké
103,"","",ESPACES VERTS  ,"","",""
"","","",COMMERCE: EXPLOITATION AGRICOLE - BTP - ,"","",""
"",RB/PN/13 A 692 DU10/12/13,AU REPOS,PRODUITS SOBEBRA - TROPICAUX - FORESTIERS - QUINCAILLERIE GENERALE - ,Adjohoun Abèokuta C/SB M/SON BOKOVE TEL/97 09 12 49,PP,BOKOVE Léon
104,"","",RESTAURATION - SERVICE TRAITEUR - ,"","",""
"","","",COMMERCE: FABRICATION DE MEUBLES - ,"","",""
"",RB/PN/13 A 618 ,"","","","",""
"",DU25/10/13,AVIMAS ET FILS,VENTE DE MEUBLES ET ACCESSOIRES - ACHAT ET VENTE DE PRODUITS FORESTIERS ,Adjarra Adjarra-Sota C/SB M/SON AHOUNOU TEL/ 97 09 78 62,PP,AHOUNOU Gbèyitin Marcien Victor
105,"","",ET DE DIVERSES MARCHANDISES - ,"","",""
"",RB/PN/13 A 534 DU10/09/13,AXE GROUPE,INDUSTRIE: BTP - ASSAINISSEMENT - HYDRAULIQUE - COMMERCE GENERAL,Porto-Novo Tokpota2 ZIP/ 4-128-X TEL/ 97 84 98 96,PP,AGBOTOUEDO Toussaint Bio Sèmayi
106,"","","","","",""
"","","",COMMERCE: PRODUITS FORESTIERS ET ,"","",""
"",RB/POB/13 A 054 DU16/09/1,B.D.M. OKPE OLOUWA,AGRICOLES - ALIMENTATION GENERALE - QUINCAILLERIE - PRODUITS SOBEBRA - GAZ ,Kétou Massafè C/SB M/SON BOKO Dansou TEL/ 97 99 87 86,PP,BOKO Dansou Madeleine
107,"","",DOMESTIQUE - DIVERSES MARCHANDISES - ,"","",""
"","","",IMPORTATION DE PRODUITS COSMETIQUES - ,"","",""
"",RB P/N-13-B-165,BABA ABOU IYA ABOU,DE VEHICULES AUTOMOBILES D'OCCASION - ,Dotta P/N ZIP/ 1-421-E TEL/ 96 05 93 68,PM,OLOUCHESSI Assani
"","","",PNEUMATIQUE - MATERIAUX DE ,"","",""
108,"","",CONSTRUCTION - QUINCAILLERIE - PRODUITS ,"","",""
"",RB POB-12-A-0005,BABA-ADOUGBO ET FILS,VENTE DE PRODUITS SOBEBRA - COMMERCE GENERAL ET DIVERS,OSSOMOU POBE C/SB TEL/ 97 09 75 43,PP,DOSSOUMOU Ramanou
109,"","","","","",""
"","","",COMMERCE GENERAL ET DIVERS - FERME ,"","",HOUNTONDJI 
"",RB/ PN/ 13 A 293,BACAVI FERME ET FILS,AGROPASTORALE - VENTE DE PRODUITS ,Hlogou P/Novo ZIP/ 4-903-Q TEL/ 97 83 ,PP,Babatoundé Carlos 
"","","",AGRO-INDUSTRIELS - CENTRE DE FORMATION ,65 33,"",""
110,"","",EN ELEVAGE,"","",Vivien
"","","",COMMERCE GENERAL ET DIVERS - BIJOUX - ,"","",""
"",RB/ PN/ 13 A 299,BADIMACS,TEXTILES - MAROQUINERIE - PRODUITS ,Houinmè-Ganto P/Novo ZIP/ 3-234-Q ,PP,BADIROU El 
111,"","",COSMETIQUES,TEL/ 97 18 17 08,"",Macsoudath
"",RB/PN/13 A 536 ,"",COMMERCE: ACHAT ET VENTE DE PRODUITS ,Sakété Issaba C/SB M/SON ,"",""
"",DU10/09/13,BARAKA-LAHOU,FORESTIERS - AGRICOLES - COMMERCE ,"",PP,MOUSTAPHA Rachidi
112,"","",GENERAL ET DIVERS,MOUSTAPHA TEL/ 97 34 61 60,"",""
"","","",BTP - ECLAIRAGE PUBLIQUE - FROID ET ,"","",""
"",RB P/N-13-A-109,BATI - RUCHE,CLIMATISATION - INFORMATIQUE ET ,Agata ADJARRA C/SB TEL/ 97 16 19 54,PP,AKODJEVO Minassou
"","","",MAINTENANCE INDUSTRIELLE - ENTRETIEN - ,"","",""
113,"","",SERVICE TRAITEUR  ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE SACHETS - ,"","",""
"",RB/PN/13 A 620 DU25/10/13,BB MAHUENAN,BAZINS - PRODUITS COSMETIQUES - RESTAURATION - SERVICE TRAITEUR - ,Porto-Novo Oganla-Poste LOT/74 TEL/ 66 74 68 65,PP,BANDERA Blandine Yvette
114,"","",FOURNITURES DE BUREAU - PRESTATIONS DE ,"","",""
"","","",COMMERCE: ACCESSOIRES PORTABLES - ,"","",""
"",RB/PN/13 A 580 ,"",COSMETIQUE - CHAUSSURES - BUREAUTIQUE - ,Porto-Novo Dangbéklounon ZIP: 3-142-p ,"",KOTY Valerie Sampè 
"",DU17/09/13,BEAUTY FOR YOU,INFORMATIQUE- COMMERCE GENERAL ET ,TEL/ 67 70 58 86,PP,Antoinette
115,"","",DIVERS,"","",""
"","","",INDUSTRIE: ETUDES EN INGENIERIE DES ,"","",""
"",RB/PN/13 A 554 DU19/09/13,BECET-BTP,BATIMENTS ET TRAVAUX PUBLICS - CONTROLE ET EXECUTION DE TOUS TRAVAUX DE BTP ET ,Porto-Novo Dowa ZIP: 4-412-f 01 BP 1669 Cot. tel/ 97 68 28 65,PP,BONOUGO Agossou Théodore
116,"","",DE TOPOGRAPHIE - EXPERTISE IMMOBILIERE - ,"","",""
"","","",ETUDES - APPUI - CONSEILS AUX ,"","",""
"",RB/ PN/ 13 A 295,BEIC-BTP,ENTREPRISES - BUREAU D'ETUDES - BTP - AEV ,Dowa P/Novo ZIP/ 4-840- Q TEL/ 96 19 ,PP,SONINKPON Adandé 
"","","",- ASSAINISSEMENT - QUINCAILLERIE - ,03 19,"",Eugène
117,"","",INFORMATIQUE - BUREAUTIQUE - COMMERCE ,"","",""
"","","",INFORMATIQUE - ELECTRICITE - FROID - ,"","",""
"",RB P/N-13-A-070,BEL - AFRIQUE,CLIMATISATION - BTP - AUDIT - TRANSIT - ,Daagbé Nagot IFANGNI C/SB TEL/ 97 32 ,PP,ZANNOU Etienne
"","","",IMPRIMERIE - PRESTATIONS DE SERVICES - ,97 85,"",""
118,"","",DIVERS,"","",""
"","","",COMMERCE: ELEVAGE DE VOLAILLE - ,"","",""
"",RB/PN/13 A 438 DU12/07/13,BELESNA PRODUCTION,PRODUITS AGROALIMENTAIRES - DIVERSES MARCHANDISES - PRET-A-PORTER - ,Porto-Novo Tchinvié LOT/1293-d' TEL/ 96 64 16 70,PP,BELLO Ibirogba Essou Natacha 
119,"","",COMMERCE GENERAL ET DIVERS,"","",Assimahou
"","","",COMMERCE: VENTE DE PNEUS - DES PIECES ,"","",""
"",RB/PN/13 A 344 DU14/05/13,BEN ET FILS,DETACHEES - QUINCAILLERIE - APPAREILS ELECTROMENAGERS - FOURNITURES DE ,Adjarra Adjati C/SB TEL/ 97 44 42 94,PP,HOUNDONOUGBO Benjamin
120,"","",BUREAU - MATERIELS ET MOBILIERS DE ,"","",""
"","","",ACHAT ET VENTE DE BIJOUX - PRODUITS ,"","",MARCOS 
"",RB/ PN/ 13 A 289,BEN-MARCOS,COSMETIQUES - SACS - CHAUSSURES - ,Guévié P/N LOT/ 1027-e TEL/ 97 04 36 01,PP,Moubarakath Mojéré 
121,"","",TEXTILES - COMMERCE GENERAL ET DIVERS,"","",Ola Arikê
"","","",COMMERCE: VENTE DE BIJOUX - TEXTILES - ,"","",""
"",RB/PN/13 A 435 DU08/07/13,BENI ET FILS,PRODUITS ALIMENTAIRES - BONNETERIE - QUINCAILLERIE - TRANSPORT - PAPETERIE - ,Porto-Novo Hoinmè-Djaguidi LOT/128-A TEL/98 27 69 36 ,PP,RAÏMI Nandjibatou Abèni
122,"","",INFORMATIQUE - PRET-A-PORTER - ,"","",""
"",RB/PN/13 A 474 DU07/08/13,BENIN PLOMBERIE,COMMERCE: PLOMBERIE GENERALE - MACONNERIE - COMMERCE GENERAL ET ,Porto-Novo Tokpota-Davo LOT/338 TEL: 96 04 60 50,PP,HOUNGBEDJI Yonlonfoun Léon 
123,"","",DIVERS,"","",Latifou
"","","",STUDIO PHOTO VIDEO - EXPLOITATION ,"","",""
"",RB P/N-13-A-052,BERDRIDE,FORESTIERE - PRODUITS SONACOP - ,Dowa P/N LOT/ 479-A TEL/ 97 37 15 84,PP,DEDJI Epse 
"","","",SOBEBRA - ALIMENTATION GENERALE - ,"","",KOUGBLENOU Audry
124,"","",DIVERS,"","",""
"",RB/PN/ 13 A 242,BERTOG,TOPOGRAPHIE - FONCIER - GENIE CIVIL - DIVERS,Guévié-Djèganto P/N LOT/ 117-g TEL/ 97 87 05 51,PP,KONDE E. Mathieu
125,"","","","","",""
"","","",MATERIAUX DE CONSTRUCTION - PRODUITS ,"","",""
"",RB/PN/ 13 A 221,BIDOMAHUSSI,AGRICOLES - FORESTIERS - TROPICAUX - ,Docomey DANGBO C/SB TEL/ 97  43 00 ,PP,HOUESSOU Hounsi
"","","",ALIMENTATION GENERALE - COMMERCE ,43,"",""
126,"","",GENERAL ET DIVERS,"","",""
"","","",INFORMATIQUE - FOURNITURES DE BUREAU - ,"","",""
"",RB P/N-13-M-083,BIGNON CINQUANTENAIRE,PRESTATION DE SERVICE - SERVICE TRAITEUR ,Gbodjè P/N ZIP/ 3-826-a TEL/ 97 58 19 ,PP,ADJAMAYI H. 
"","","",- ENTRETIEN - BTP - FROID - CLIMATISATION - ,98,"",Hortense
127,"","",DIVERS,"","",""
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/13 B 285 DU03/06/13,BIOVA-MAAK,D'OCCASION - BTP - BUREAUTIQUE - QUINCAILLERIE - MATERIELS ELECTRONIQUES ,Porto-Novo Louho M/son AHOUANDJINOU TEL/ 97 58 95 98,PM,AHOUANDJINOU Sègbégnon Gildace
128,"","",ET CONSOMMABLES INFORMATIQUES - DIVERS,"","",""
"","","",SERVICE: TRANSIT - BTP - POISSONNERIE - ,"","",""
"",RB/PN/13 A 458 DU23/07/13,BISSI ET FILS,DEPOT SOBEBRA - ENTRETIEN DES LOCAUX - QUINCAILLERIE - PRODUITS FORESTIERS - ,Porto-Novo Gbodjè ZIP/3-804-n TEL/97 44 75 81,PP,ZANNOU Viwanou Bissiriou
129,"","",AGRICOLES - ALIMENTATION GENERALE - ,"","",""
"","","",VENTE DE MATERIELS ET CONSOMMABLES ,"","",""
"",RB / COT / 07 A 1213,BIT SYSTEME,INFORMATIQUES - BUREAUTIQUE - ,Fifadji COT. LOT/ 1842-A TEL/ 21 30 04 ,PP,VICIENNON Fidèle
"","","",INTERVENTION TECHNIQUE - COMMUNICATION ,79,"",""
130,"","",-  BTP - TOUTES OPERATIONS COMMERCIALES -,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE TEXTILES - ,"","",""
